,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing,Player_Height
580,2,91,62,70,82,30,62,85,81,21,72,91,73,58,176
583,2,91,62,70,82,30,62,85,81,21,72,91,73,58,176
584,3,75,71,72,80,71,81,74,56,68,78,77,76,64,190
587,1,74,75,62,72,30,75,64,48,25,73,76,64,76,193
588,4,78,57,71,74,74,77,68,49,72,62,81,65,45,187
589,2,77,73,70,75,71,85,72,58,68,75,77,67,71,187
590,1,89,73,71,83,26,54,92,92,25,81,86,73,77,169
591,2,88,71,71,77,37,74,85,75,37,74,87,67,64,178
592,2,90,68,73,73,43,67,85,73,41,70,93,74,68,177
593,1,53,75,68,68,31,69,56,29,30,81,54,74,76,201
594,5,78,67,70,64,75,82,72,73,69,60,79,68,65,186
595,2,86,71,68,84,42,57,92,76,38,71,84,65,71,173
596,1,91,71,66,80,39,78,74,44,24,77,95,64,66,188
597,2,57,77,80,76,34,56,72,72,29,75,55,79,67,180
598,3,66,71,73,74,74,87,74,50,69,71,67,72,63,186
599,3,45,70,81,66,72,71,37,44,69,62,55,83,59,188
600,2,86,69,72,82,46,58,89,92,45,67,85,74,69,176
601,3,60,54,68,68,72,85,67,68,62,54,56,72,41,180
602,1,84,73,80,86,29,70,91,82,25,78,86,80,70,189
603,2,91,74,69,78,30,61,91,86,23,77,90,67,69,176
604,5,34,47,47,37,77,82,26,32,75,27,39,27,53,191
605,4,89,65,66,74,71,74,83,85,67,79,90,52,61,169
606,5,70,58,60,68,75,82,55,52,74,40,72,42,52,193
607,3,62,62,76,72,67,73,61,51,55,72,67,74,54,193
608,3,64,68,70,70,74,77,55,78,67,55,64,63,59,177
609,1,87,78,70,74,40,72,82,75,34,76,87,67,77,172
610,2,88,71,68,82,26,49,91,72,27,63,86,67,72,178
611,2,93,62,71,76,28,61,81,77,25,69,93,71,67,175
612,1,61,75,58,68,29,82,47,50,20,78,66,55,79,194
613,5,66,47,53,56,74,83,51,55,71,42,70,47,37,192
614,5,83,35,60,60,75,77,53,51,76,39,89,56,31,188
615,3,66,55,70,68,71,84,43,53,57,58,66,70,45,188
616,1,89,67,78,85,36,51,95,94,31,78,86,80,65,160
617,1,89,74,63,79,32,72,90,77,34,75,87,63,80,180
619,2,87,72,66,79,34,70,74,75,33,75,86,66,66,185
620,1,87,78,70,76,31,67,78,80,28,76,83,74,78,168
621,4,70,68,75,73,74,74,68,66,74,63,69,66,57,184
622,1,74,76,65,68,40,84,63,56,36,80,78,68,78,180
623,2,86,66,68,80,37,68,89,86,36,77,84,68,63,172
624,5,57,35,54,43,77,75,32,32,78,30,51,41,32,194
625,2,91,63,65,78,30,76,78,73,20,72,93,66,58,176
626,2,86,74,71,77,26,72,82,79,25,75,88,74,76,173
627,5,53,34,48,42,77,79,45,52,75,36,53,45,31,194
628,5,41,44,52,53,77,78,45,41,77,48,47,45,37,192
629,2,89,68,70,78,31,62,81,75,28,73,90,69,64,183
630,2,92,66,71,80,31,53,88,92,28,73,90,69,64,172
631,2,93,70,68,73,31,71,85,64,23,74,93,62,70,183
632,3,68,68,69,72,75,88,72,66,73,63,72,64,61,188
633,1,93,74,66,81,29,49,90,88,25,76,92,65,75,170
634,1,67,75,49,66,34,75,60,37,25,79,64,54,79,192
635,1,62,75,64,69,34,73,58,52,26,79,68,66,79,194
636,4,80,69,71,75,73,77,76,79,73,72,79,62,60,176
638,2,87,66,71,78,27,46,83,86,25,72,85,68,61,168
639,5,52,41,51,53,76,77,33,36,74,42,52,47,34,194
645,2,91,71,66,80,39,78,74,44,24,77,95,64,66,188
647,2,92,72,68,79,44,63,90,87,46,74,92,70,75,174
648,2,86,67,72,80,24,53,85,78,21,65,85,68,60,178
649,5,79,64,75,77,69,77,75,71,64,68,79,75,55,184
651,4,82,61,74,79,72,76,78,88,71,68,83,77,51,169
652,2,86,67,72,84,32,81,86,75,28,71,86,65,64,185
653,2,79,70,75,76,53,65,81,81,55,80,79,76,66,173
654,1,86,74,66,76,49,71,77,76,45,79,85,62,77,174
655,1,76,80,56,70,36,76,68,67,26,84,77,67,85,188
656,2,84,71,69,81,30,72,86,91,25,66,83,77,68,173
662,2,91,74,69,78,30,61,91,86,23,77,90,67,69,176
664,2,92,66,71,80,31,53,88,92,28,73,90,69,64,172
665,1,92,72,68,79,44,63,90,87,46,74,92,70,75,174
666,2,86,72,72,76,33,64,84,85,28,72,86,74,74,176
670,2,88,71,68,82,26,49,91,72,27,63,86,67,72,178
671,2,92,88,86,95,24,62,92,95,13,90,90,90,93,170
672,2,92,93,80,90,33,78,90,62,22,93,93,81,95,185
673,1,92,93,80,90,33,78,90,62,22,93,93,81,95,185
674,2,92,86,82,92,32,64,91,91,29,89,92,84,85,180
676,1,82,88,79,88,42,79,86,60,30,89,78,84,90,182
677,2,90,83,75,93,30,58,93,84,21,90,90,75,88,174
678,1,73,90,81,85,31,86,86,41,15,86,74,83,90,195
679,2,90,82,84,92,32,64,92,90,25,86,87,86,83,173
681,3,75,72,87,90,59,63,83,86,57,85,75,92,73,171
682,5,74,57,73,73,90,79,75,68,90,59,76,74,38,183
683,2,73,74,89,89,32,58,93,88,23,83,68,93,72,170
684,2,90,80,72,92,30,58,92,84,21,87,90,72,85,174
685,1,89,88,78,89,23,70,86,90,13,91,86,84,91,172
686,1,80,87,74,85,39,81,76,78,25,89,81,78,90,185
687,2,72,75,89,87,24,57,84,70,22,84,68,96,75,183
688,2,73,74,89,89,32,58,93,88,23,83,68,93,72,170
689,3,75,56,84,85,87,66,83,93,87,69,74,83,47,170
690,5,77,47,56,58,90,84,65,69,91,33,79,46,34,186
691,1,89,87,77,89,23,68,86,90,13,90,86,83,90,172
692,5,79,60,71,66,87,81,82,60,85,52,79,63,59,183
693,2,87,77,84,91,25,61,90,91,13,83,86,88,78,170
694,3,68,78,90,81,64,65,65,77,62,81,68,93,78,175
695,2,94,83,83,84,63,80,75,65,60,83,95,79,81,183
696,2,72,74,85,86,24,57,84,70,22,83,68,92,74,183
697,3,76,74,84,89,71,68,93,94,69,79,74,89,71,174
698,3,56,81,88,82,66,69,71,62,60,76,52,88,76,182
699,5,79,50,69,68,87,84,58,54,84,47,83,67,34,192
700,1,80,85,74,84,38,80,76,78,25,87,81,78,88,185
701,2,78,86,84,85,40,72,83,74,25,83,78,87,85,180
702,2,78,86,84,85,40,72,83,74,25,83,78,87,85,180
703,1,94,83,83,84,63,80,75,65,60,83,95,79,81,183
704,1,75,86,81,81,47,87,77,77,29,87,75,83,86,176
705,3,52,79,84,79,76,78,73,61,68,80,53,86,76,183
706,1,87,88,76,88,45,84,83,91,39,91,85,80,88,173
707,1,83,84,75,81,22,74,75,60,13,87,84,81,88,187
708,5,64,58,74,70,88,77,60,58,86,56,66,79,55,191
709,1,82,83,63,79,40,88,63,52,28,89,85,74,90,188
710,3,77,79,80,81,83,83,75,77,76,80,76,82,76,180
711,2,87,83,78,88,39,73,91,87,30,85,85,78,85,169
712,2,90,84,85,86,39,64,89,82,30,87,91,84,83,180
713,3,53,59,77,74,83,80,57,55,83,77,51,85,60,189
714,1,77,84,80,79,46,72,75,73,32,94,78,85,89,186
717,3,77,80,82,86,74,88,75,61,71,83,79,86,70,188
718,2,77,83,86,84,40,75,80,78,30,86,79,90,84,181
719,5,70,49,64,62,88,80,62,58,86,49,71,52,42,185
721,2,88,80,85,87,50,71,91,79,37,85,88,85,75,180
722,1,81,86,68,82,24,73,72,60,16,90,82,70,91,184
723,1,87,83,78,88,39,73,91,87,30,85,85,78,85,169
724,2,77,84,80,79,46,72,75,73,32,94,78,85,89,186
725,2,88,80,85,87,50,71,91,79,37,85,88,85,75,180
729,5,34,47,57,52,87,81,44,46,87,38,34,59,46,187
730,3,76,83,81,79,70,86,64,55,63,81,80,85,82,189
732,5,69,54,62,65,86,81,63,42,86,41,70,59,45,192
733,2,73,78,85,87,56,64,86,91,56,82,68,85,77,168
734,5,64,54,67,60,86,76,57,44,86,50,69,62,58,193
735,5,73,69,64,63,88,76,57,42,85,53,78,59,57,198
736,1,76,83,71,81,42,80,82,59,24,85,78,77,85,184
737,5,70,48,63,62,87,78,62,58,86,48,71,52,42,185
738,2,88,79,83,86,49,70,90,79,37,84,88,83,75,180
739,4,86,72,81,83,84,72,85,77,83,77,86,78,63,180
741,3,68,83,87,82,59,67,72,66,53,80,68,88,80,184
742,5,76,49,57,62,88,81,72,63,88,43,77,53,43,186
743,3,86,72,81,83,84,72,85,77,83,77,86,78,63,180
747,3,41,71,93,81,54,58,50,83,49,48,33,94,64,177
748,1,67,86,81,81,33,67,75,59,23,86,70,82,86,187
749,3,54,82,86,75,69,80,59,60,63,82,54,85,79,183
750,3,33,69,88,77,76,70,58,67,70,77,33,88,56,183
751,5,73,50,58,59,86,83,62,58,84,40,77,58,46,188
752,5,75,36,55,59,88,77,61,69,89,33,77,50,26,186
753,2,75,80,86,84,45,62,84,85,42,75,75,86,75,170
754,4,86,70,76,83,78,69,84,82,70,63,88,67,60,172
755,1,80,84,68,81,22,71,72,60,15,88,81,70,89,184
757,5,76,49,56,57,86,80,67,58,86,43,77,53,43,186
758,3,68,82,86,82,56,67,72,66,51,80,68,87,80,184
759,3,75,67,77,75,83,81,77,79,82,70,76,74,65,175
760,3,81,74,82,83,77,78,83,77,75,81,81,84,68,179
761,5,65,44,54,61,86,83,59,47,89,39,66,47,49,190
762,5,52,61,71,65,84,79,54,58,81,57,54,76,55,190
763,2,71,75,84,87,27,55,90,89,15,84,63,88,77,170
764,3,72,75,85,84,63,66,76,78,57,77,72,88,70,180
765,2,79,75,81,84,43,46,86,80,37,81,77,85,75,179
766,2,82,74,81,87,33,56,91,91,24,76,77,87,70,171
767,4,92,69,74,81,80,76,89,87,79,77,92,68,73,170
768,2,85,87,81,82,43,86,72,59,33,83,85,80,85,180
769,3,74,77,84,86,58,68,85,58,49,81,75,88,75,187
770,3,67,70,77,75,82,88,53,53,78,70,68,77,64,194
771,2,72,73,81,89,32,62,87,84,16,84,68,84,78,176
772,5,75,56,56,54,86,82,71,62,87,49,76,45,53,183
774,1,88,85,74,85,34,73,88,84,23,86,88,76,88,175
775,1,81,82,67,79,44,85,81,58,27,86,85,72,88,185
776,2,75,75,80,87,32,63,84,84,25,77,73,84,76,176
777,3,68,58,83,87,78,69,87,94,78,71,64,84,52,165
778,1,96,83,75,80,37,71,81,66,28,86,96,77,86,187
781,5,78,40,62,66,85,78,71,62,83,31,78,56,32,186
782,1,86,83,78,85,29,68,90,70,23,89,84,74,87,176
783,2,71,75,84,87,27,55,90,89,15,84,63,88,77,170
784,1,85,87,81,82,43,86,72,59,33,83,85,80,85,180
785,2,86,83,78,85,29,68,90,70,23,89,84,74,87,176
789,2,72,73,81,89,32,62,87,84,16,84,68,84,78,176
791,3,68,66,74,72,82,84,69,72,75,59,68,72,53,185
792,5,31,41,57,48,88,75,29,28,88,43,33,58,36,198
793,5,76,64,66,55,84,82,65,50,83,48,79,42,52,189
794,5,52,33,48,50,85,80,50,47,86,20,55,44,26,190
795,5,68,59,70,69,85,80,72,79,84,51,68,68,51,174
796,2,75,74,82,87,63,73,86,72,58,82,72,86,72,177
798,2,71,76,83,82,71,71,82,84,67,78,67,84,73,170
800,4,75,75,81,77,82,74,75,85,83,75,75,76,70,170
802,5,73,58,52,62,86,76,67,51,84,45,77,56,56,193
803,5,78,40,62,65,84,75,70,62,83,31,78,56,32,186
804,2,81,76,83,86,38,58,82,92,35,81,79,85,76,175
806,1,72,82,64,79,37,73,85,75,16,86,69,68,85,177
808,5,52,57,68,64,87,78,57,38,88,49,54,63,48,188
809,1,89,83,69,81,25,70,78,64,15,84,89,74,85,188
810,2,74,77,81,82,58,70,79,63,55,83,73,83,77,183
811,5,75,53,57,60,86,83,64,67,88,51,77,57,44,186
812,2,86,81,82,85,45,74,79,76,41,77,85,82,75,181
814,4,81,67,77,84,81,79,78,84,79,67,83,70,64,174
815,3,80,78,79,81,80,84,81,84,76,83,78,76,75,176
816,5,65,47,63,65,84,78,65,61,85,51,67,57,48,187
817,3,62,70,73,70,83,86,55,55,79,73,65,78,62,189
818,5,73,64,73,73,82,77,74,56,81,54,73,68,56,189
819,1,77,82,62,76,38,86,75,55,25,85,79,58,85,187
820,2,83,74,83,86,40,57,88,83,30,79,82,85,73,174
821,5,70,50,66,67,85,81,65,55,83,39,75,66,38,190
822,3,70,60,70,71,84,82,66,62,80,51,68,69,46,187
823,2,82,76,77,84,37,62,84,82,30,84,79,74,80,167
824,3,72,75,81,89,57,64,90,85,49,81,68,84,69,174
825,2,77,75,84,83,44,59,77,79,38,75,74,85,75,177
826,4,75,67,82,78,84,76,75,73,85,65,76,75,59,181
827,2,74,72,85,81,53,73,78,79,50,76,73,88,68,178
828,1,85,81,77,84,29,68,89,70,23,87,84,74,85,176
829,2,90,76,76,86,33,64,87,78,28,81,90,78,75,183
830,5,73,37,59,60,86,78,49,55,86,35,74,49,26,189
831,2,86,75,79,87,55,71,91,81,49,85,84,85,66,177
832,3,75,71,84,86,65,74,82,83,58,76,74,87,65,180
833,1,77,85,78,84,31,65,79,67,16,88,78,84,88,181
834,2,91,77,79,86,50,64,88,87,41,80,87,82,73,172
835,5,81,19,44,61,86,84,70,61,88,25,79,23,10,186
836,3,68,59,70,69,85,80,72,79,84,51,68,68,51,174
837,2,75,74,82,87,63,73,86,72,58,82,72,86,72,177
849,1,71,83,63,72,47,81,54,58,47,87,72,74,86,182
851,4,83,60,72,75,80,79,77,77,78,69,85,62,46,180
852,2,84,79,82,86,24,65,92,79,15,78,82,83,75,175
853,4,73,56,70,75,85,83,71,66,86,71,73,66,49,178
855,5,39,53,59,57,85,76,34,32,85,36,44,48,45,192
856,1,66,84,64,71,32,72,65,62,20,87,67,61,86,186
857,2,77,77,83,80,54,73,79,75,61,75,73,88,75,185
858,5,72,65,69,67,85,80,65,73,86,56,74,63,64,181
859,3,71,72,85,81,65,67,78,82,58,74,68,86,68,175
860,4,82,62,76,76,81,77,74,60,84,71,85,70,59,182
862,2,86,79,75,84,25,65,87,82,12,81,85,76,81,177
863,5,72,33,47,57,85,80,51,59,84,22,74,37,21,184
865,5,71,67,70,69,83,81,68,55,81,65,72,62,60,189
866,2,89,78,80,87,37,56,93,92,30,76,86,82,76,169
867,1,77,83,74,83,30,65,79,67,16,86,78,80,86,181
868,3,64,63,76,74,80,82,66,66,77,67,59,75,64,181
870,1,67,82,69,71,38,83,58,45,26,84,68,75,83,192
871,2,89,74,78,85,50,63,87,82,43,77,86,80,75,175
873,1,77,81,65,75,33,85,74,48,25,81,79,73,82,190
874,4,80,56,74,74,84,76,75,73,86,64,81,68,46,178
875,3,69,78,79,80,68,76,74,75,65,84,68,81,75,177
876,3,75,71,82,85,63,72,82,83,57,76,74,85,65,180
877,2,88,76,76,86,67,65,90,85,73,79,87,79,81,173
878,1,95,81,75,79,36,71,80,66,28,84,95,77,84,187
880,2,80,67,75,87,34,49,93,92,30,80,74,80,75,175
881,3,59,75,87,80,57,70,75,70,52,76,57,87,70,180
882,5,62,24,43,53,85,82,33,55,85,24,65,23,11,190
883,4,85,65,75,81,80,75,77,75,82,76,85,70,59,180
884,5,69,57,62,55,83,80,68,70,81,50,69,52,60,184
886,5,81,19,42,60,85,82,69,60,87,25,79,22,10,186
887,2,93,77,75,87,54,71,90,77,48,78,94,68,75,176
888,3,67,62,72,70,83,83,64,65,83,60,67,72,55,187
889,3,71,57,72,62,82,87,59,52,84,42,75,73,42,186
890,5,66,41,58,66,85,76,68,56,87,32,67,51,25,189
892,2,92,77,80,84,33,66,83,81,21,73,92,83,74,176
893,2,93,73,75,87,44,62,93,85,39,77,91,76,69,172
894,5,79,45,60,63,84,76,58,47,82,44,80,56,40,191
895,2,76,76,78,84,40,69,82,78,24,81,75,83,77,181
896,2,93,71,73,87,46,61,90,91,48,81,92,76,73,170
897,1,83,83,65,80,24,77,83,71,12,85,83,66,85,181
899,3,44,67,78,73,79,82,47,50,73,65,45,76,54,187
901,3,51,67,81,73,72,77,59,63,72,79,54,87,49,185
902,1,86,82,65,77,31,64,79,84,22,87,85,72,88,175
903,2,77,78,84,83,44,69,79,77,29,79,75,85,74,175
904,1,83,82,67,74,34,84,64,48,27,79,86,70,84,190
905,2,81,74,78,90,40,59,91,88,28,81,76,79,74,175
906,5,76,33,56,64,85,82,53,47,83,27,76,49,29,192
908,4,81,44,72,80,82,82,84,83,86,63,83,57,33,173
909,3,77,53,72,76,81,71,78,78,81,50,77,72,38,173
910,2,84,80,80,80,42,76,74,67,26,81,78,79,78,187
912,2,89,72,80,88,27,51,96,94,25,78,85,84,69,163
913,3,68,64,78,74,83,82,65,66,78,69,69,80,59,184
914,2,84,79,82,86,24,65,92,79,15,78,82,83,75,175
915,1,86,79,75,84,25,65,87,82,12,81,85,76,81,177
916,4,71,67,70,69,83,81,68,55,81,65,72,62,60,189
917,2,89,78,80,87,37,56,93,92,30,76,86,82,76,169
922,2,84,79,82,86,24,65,92,79,15,78,82,83,75,175
931,2,92,77,80,84,33,66,83,81,21,73,92,83,74,176
932,5,53,41,54,50,86,77,48,44,87,37,53,46,32,191
933,1,53,78,87,85,18,59,65,82,12,79,52,87,78,175
934,1,70,77,63,73,28,63,64,61,15,87,69,63,86,184
935,2,84,77,79,86,18,65,84,79,10,76,83,79,70,175
936,1,63,83,74,75,36,78,63,52,22,83,63,81,83,189
937,3,43,73,82,78,73,65,66,78,71,74,41,81,68,175
938,3,44,66,77,72,77,82,47,50,72,65,45,76,54,187
939,4,78,51,72,76,82,74,79,85,82,61,77,62,34,173
940,3,71,51,69,71,78,86,72,86,74,58,68,69,39,174
941,5,67,46,58,55,83,81,51,64,82,51,68,39,30,183
944,5,34,40,53,49,83,76,32,55,83,29,34,40,39,184
945,5,53,58,50,53,83,81,45,43,84,25,55,35,40,188
946,2,68,78,81,80,30,60,69,64,14,79,69,86,76,186
949,4,77,75,85,75,78,77,71,65,80,76,83,83,69,178
950,1,70,81,68,75,39,83,68,55,36,82,71,68,81,186
951,2,89,70,76,83,28,50,91,87,27,74,88,76,66,170
952,4,84,59,73,77,77,78,76,62,80,68,88,72,56,180
954,1,70,83,71,74,36,78,66,51,22,83,70,72,84,186
955,1,73,80,74,82,42,75,79,70,31,81,73,76,80,185
956,5,61,41,57,59,84,76,56,56,85,30,62,49,27,190
958,1,86,77,71,85,32,60,84,76,24,79,87,71,81,182
959,2,96,77,74,81,33,63,83,80,27,79,96,74,82,176
960,5,62,38,48,53,82,82,62,52,79,33,68,28,35,191
961,3,54,68,84,81,69,61,76,74,60,68,50,85,63,180
962,5,56,35,52,62,84,79,62,56,84,40,57,55,40,187
963,4,79,66,72,74,82,80,63,67,81,71,82,66,61,184
964,2,86,73,80,83,31,49,91,93,21,76,82,80,71,167
965,2,77,76,82,81,44,68,78,76,29,77,75,83,73,175
966,3,71,74,77,82,74,80,82,60,69,75,74,78,71,186
967,3,68,64,76,73,82,81,65,66,78,69,69,78,59,184
968,4,85,64,79,78,77,74,83,79,80,73,85,79,58,172
972,1,90,80,68,74,34,71,77,65,23,81,91,71,83,185
973,5,66,42,63,53,84,80,48,58,85,31,69,49,32,189
975,4,80,68,72,78,81,78,77,74,83,76,80,70,65,177
976,1,66,84,67,72,31,72,58,42,11,85,65,70,84,193
977,1,77,81,78,83,36,69,83,62,27,81,77,80,81,183
978,5,83,51,63,66,86,75,85,77,87,47,83,58,38,182
979,5,74,60,64,67,82,84,68,58,81,46,76,56,56,184
980,5,66,33,60,56,81,84,61,55,79,32,68,49,23,187
981,3,74,79,77,76,77,82,69,71,71,84,76,78,75,186
982,5,63,59,67,63,83,79,60,49,82,56,63,52,45,186
983,4,79,51,69,73,82,78,79,77,81,64,79,60,38,182
984,1,90,77,79,85,26,60,93,93,23,83,89,83,78,164
985,2,89,73,76,85,32,63,86,80,25,81,91,76,70,177
986,2,90,80,73,83,21,62,83,81,14,86,90,77,80,178
987,5,75,39,62,66,84,74,65,60,85,35,76,58,28,187
988,5,68,51,65,57,84,79,75,59,84,50,69,64,48,182
989,5,76,44,67,70,82,75,68,78,82,54,78,67,33,180
990,3,53,68,74,69,81,83,53,50,76,62,53,79,61,195
991,1,72,83,59,74,39,85,67,72,25,85,75,65,83,182
992,4,86,61,71,78,79,76,84,76,80,64,86,64,54,175
993,2,90,75,78,86,50,63,88,87,41,78,87,81,72,172
995,2,86,72,76,86,55,71,90,81,49,82,84,82,64,177
996,2,85,71,81,85,74,75,85,75,71,77,85,82,66,184
997,5,67,42,65,62,82,79,57,58,79,39,68,56,37,184
998,3,76,51,69,70,79,89,63,92,79,59,76,70,34,171
1000,2,91,75,75,83,31,62,88,82,27,82,92,78,76,179
1001,2,89,70,78,87,27,47,95,93,25,76,85,82,68,163
1002,4,81,76,77,78,80,80,76,66,79,78,84,77,68,184
1004,3,51,66,80,71,70,77,58,62,70,78,54,86,49,185
1005,2,80,73,80,82,27,72,74,64,25,80,80,80,75,184
1006,3,76,58,73,78,79,81,76,82,76,71,73,76,50,175
1008,1,84,81,66,82,23,73,75,65,15,85,85,70,84,187
1009,5,72,60,66,66,81,82,73,62,80,55,74,56,52,186
1010,2,90,78,73,85,29,75,82,86,24,80,90,75,74,176
1011,5,74,54,55,60,83,80,67,64,85,31,75,46,42,181
1012,5,67,35,52,56,84,76,60,54,86,29,68,41,34,186
1013,4,81,40,71,79,81,82,83,82,85,58,83,57,30,173
1014,3,59,58,72,74,83,85,49,46,82,65,64,67,52,187
1015,5,73,38,67,69,84,76,68,68,84,46,73,51,33,183
1016,5,56,53,67,64,83,75,57,64,80,41,58,62,48,188
1017,2,67,76,82,78,66,80,64,63,54,85,67,81,74,184
1018,2,70,77,83,83,46,68,77,78,40,73,69,84,69,180
1019,2,80,80,79,79,42,74,74,67,26,81,78,79,78,187
1020,5,67,58,63,64,82,84,65,68,83,53,68,53,51,187
1021,5,70,43,56,62,82,82,58,59,76,28,72,53,37,181
1023,3,83,68,79,84,67,67,86,88,57,69,82,80,60,169
1024,5,73,46,69,66,84,78,62,50,82,51,78,72,36,195
1025,1,87,83,75,89,25,59,93,86,15,88,85,79,87,177
1026,1,73,82,71,78,42,80,71,61,42,88,76,71,86,188
1027,2,67,72,84,83,65,70,85,87,57,78,66,87,68,174
1028,2,80,81,79,87,40,74,85,82,37,73,80,81,78,178
1029,2,87,80,77,84,30,71,86,73,22,80,87,78,81,183
1030,2,77,79,80,85,34,64,83,75,25,77,77,77,75,187
1032,4,83,51,63,66,86,75,85,77,87,47,83,58,38,182
1033,4,63,59,67,63,83,79,60,49,82,56,63,52,45,186
1034,5,76,51,69,70,79,89,63,92,79,59,76,70,34,171
1043,1,86,77,71,85,32,60,84,76,24,79,87,71,81,182
1048,3,85,71,81,85,74,75,85,75,71,77,85,82,66,184
1051,1,70,83,75,83,31,68,77,83,28,85,68,82,85,175
1052,1,38,84,87,81,21,68,69,60,14,79,34,90,81,180
1055,2,89,77,76,85,22,54,84,82,13,79,90,74,79,171
1056,4,78,64,77,78,80,81,71,71,84,78,78,76,59,182
1057,1,72,83,72,82,32,64,76,75,22,81,69,71,84,175
1058,4,78,72,77,78,78,78,72,71,75,80,79,65,64,184
1059,3,77,74,78,80,74,77,79,79,70,68,77,75,70,176
1060,1,66,82,70,67,44,81,48,45,26,84,68,75,85,191
1061,3,68,76,83,77,69,76,71,73,67,77,67,78,68,176
1064,5,68,44,60,65,83,75,62,60,83,32,68,60,38,182
1065,4,78,46,68,72,79,66,76,71,81,49,79,59,44,174
1066,3,67,60,71,67,79,81,67,60,75,59,66,69,54,181
1067,4,73,61,72,62,82,78,60,60,83,65,76,67,59,184
1068,5,71,64,67,60,81,74,53,47,82,42,75,65,58,191
1069,4,84,43,65,74,80,68,77,75,80,66,85,59,34,176
1070,2,85,74,78,82,35,56,84,77,25,70,82,79,73,175
1071,1,85,78,76,84,38,71,83,83,31,86,84,78,85,175
1072,3,69,69,79,78,72,83,75,74,72,72,69,83,62,188
1073,5,70,64,70,65,81,76,66,60,81,41,69,63,56,183
1074,4,75,65,73,74,80,78,77,74,80,67,73,64,59,177
1075,3,67,71,78,74,76,78,68,59,70,70,65,79,56,183
1076,2,82,73,74,82,33,73,82,85,21,77,82,75,73,173
1077,3,40,70,86,74,72,70,49,63,72,64,34,85,67,179
1078,3,63,67,75,68,80,86,62,55,77,63,65,73,60,185
1079,1,60,77,60,69,28,76,45,33,15,85,65,70,82,195
1080,3,77,72,75,82,69,82,82,53,62,71,77,76,66,185
1081,1,82,83,74,84,22,52,84,86,10,87,78,77,85,173
1082,3,77,52,72,75,80,69,77,77,80,50,77,72,38,173
1083,5,68,43,55,62,81,82,58,59,76,28,70,53,37,181
1084,2,80,72,82,84,42,55,92,91,35,76,76,84,72,167
1085,5,63,44,51,54,83,82,34,34,83,30,69,51,38,192
1086,3,79,80,79,82,70,88,79,77,63,75,79,80,71,183
1087,5,60,44,52,50,82,84,62,57,82,31,64,50,53,191
1088,2,92,69,70,81,28,64,88,76,13,81,92,74,72,179
1089,3,83,67,77,83,66,67,85,87,57,68,82,78,60,169
1090,2,88,77,77,83,47,63,86,74,40,80,87,67,78,182
1091,4,77,63,70,74,79,74,77,59,76,62,78,60,62,176
1092,4,82,63,73,75,79,77,68,65,80,69,82,71,56,183
1093,3,65,55,65,63,84,82,60,62,81,49,66,66,44,186
1094,2,80,74,76,86,64,66,86,85,67,78,76,78,73,172
1095,3,66,76,84,75,66,73,72,75,60,78,64,84,69,175
1096,4,77,53,72,75,81,72,75,67,83,61,75,66,39,178
1097,4,65,61,64,61,87,84,54,47,87,61,66,57,57,185
1098,2,67,70,83,82,65,69,84,86,57,76,66,86,67,174
1099,5,51,47,67,66,82,82,57,46,83,45,52,60,38,192
1100,4,76,69,74,78,81,79,76,83,81,78,76,69,63,173
1101,2,81,81,78,80,27,68,85,73,29,73,79,76,76,179
1102,5,71,49,54,48,83,78,62,60,85,48,74,44,39,191
1104,2,87,71,75,82,42,59,86,91,36,80,85,74,74,163
1105,2,81,71,75,88,40,58,89,87,28,78,76,76,71,175
1106,3,88,69,76,81,78,73,78,75,76,73,89,76,67,180
1107,4,81,57,72,77,80,72,73,74,80,65,83,69,47,178
1108,1,75,79,58,71,37,84,64,65,15,86,77,62,84,186
1109,1,77,80,68,79,30,78,77,54,24,77,77,71,78,189
1111,5,71,52,56,58,82,80,58,60,83,32,73,46,52,185
1112,4,87,63,77,75,78,72,80,76,83,78,90,78,66,178
1113,2,90,77,74,85,47,63,89,83,38,74,89,79,73,172
1114,1,80,78,56,74,31,80,72,48,25,82,81,53,80,189
1116,3,67,72,79,76,75,81,66,68,69,75,68,81,66,186
1117,4,89,62,73,78,74,80,80,76,66,80,92,66,59,180
1118,5,66,41,65,68,84,76,72,77,86,52,65,58,35,177
1119,5,77,41,56,61,79,85,62,57,79,39,83,47,27,187
1120,2,86,75,71,84,31,60,83,82,25,77,86,73,75,178
1121,2,89,75,73,84,44,69,86,84,40,83,87,70,75,173
1122,2,87,72,79,85,38,76,84,84,24,72,87,77,68,176
1123,5,66,53,66,58,81,83,39,45,81,45,68,55,40,191
1124,1,82,80,66,73,33,82,64,48,27,78,85,69,82,190
1125,5,58,56,58,56,81,80,31,34,80,41,64,53,55,190
1126,2,89,80,75,82,35,67,84,78,23,78,86,75,77,184
1127,2,87,77,77,85,57,74,87,94,58,77,84,77,74,169
1128,5,66,56,65,61,82,80,43,58,83,42,68,59,50,185
1129,5,72,46,68,66,82,76,62,50,81,51,77,71,36,195
1130,4,85,66,73,77,78,81,76,78,79,74,85,71,65,176
1131,5,72,46,62,67,84,69,67,69,83,58,72,43,43,183
1132,2,81,80,77,81,39,82,77,81,17,80,81,79,81,179
