,Name,Rat,Position,Version,Price,Skils,Weak_Foot,WR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing
190,Nicolás Otamendi,82,CB,,950,2,3,M \ M,71,57,60,64,85,81,"183cm | 6'0""",0,418,-,63,65,85,56,66,57,66
191,Nani,82,LW,,2.8K,5,4,H \ L,85,79,80,86,28,65,"175cm | 5'8""",0,423,-,92,83,26,82,82,81,75
192,Alexandre Lacazette,82,ST,,900,4,3,H \ M,88,83,72,85,40,75,"175cm | 5'8""",0,443,-,85,85,31,88,88,79,88
193,Nani,82,LM,,2.5K,5,4,H \ L,85,79,80,86,28,65,"175cm | 5'8""",0,423,-,92,83,26,82,82,81,75
194,Steven Gerrard,82,CDM,,950,3,3,M \ M,63,83,85,75,70,81,"183cm | 6'0""",0,457,-,59,60,64,82,64,84,79
195,Jackson Martínez,82,ST,,2.1K,4,4,H \ M,82,81,66,78,43,85,"185cm | 6'0""",0,435,-,78,70,27,85,85,71,86
196,Asmir Begovic,82,GK,,1.4K,1,2,M \ M,84,81,74,85,52,80,"200cm | 6'6""",0,456,-,53,41,25,25,58,25,25
197,Stevan Jovetic,82,ST,,1.3K,4,4,H \ M,79,83,79,83,38,72,"183cm | 6'0""",0,434,-,83,62,27,84,80,81,84
198,Mario Gomez,82,ST,,900,2,4,M \ M,75,82,60,70,30,79,"189cm | 6'2""",0,396,-,64,55,25,88,78,62,86
199,Nicolás Otamendi,82,CB,,3.8K,2,3,M \ M,71,57,60,64,85,81,"183cm | 6'0""",0,418,-,63,65,85,56,66,57,66
200,Didier Drogba,81,ST,,1K,3,4,M \ M,67,83,75,75,36,78,"188cm | 6'2""",0,414,-,63,52,22,83,70,81,83
201,Leandro Castán,81,CB,,700,2,2,M \ H,71,39,50,57,84,81,"184cm | 6'0""",0,382,-,51,55,85,27,73,47,31
202,Ramires,81,CDM,,4.1K,3,3,H \ H,88,69,77,82,79,73,"180cm | 5'10""",0,468,-,78,80,76,73,90,76,67
203,Gervinho,81,LW,,1.3K,3,3,H \ M,93,69,72,83,40,64,"179cm | 5'10""",0,421,-,88,75,33,81,92,77,73
204,Clint Dempsey,81,CF,,1K,4,4,M \ M,73,80,74,82,42,75,"185cm | 6'0""",0,426,-,79,70,31,81,73,76,80
205,Mbark Boussoufa,81,CAM,,1.1K,5,3,M \ M,80,72,82,86,42,54,"167cm | 5'5""",0,416,-,92,91,35,76,76,84,72
206,Mathieu Valbuena,81,CAM,,1.4K,4,3,H \ M,86,73,80,83,33,49,"167cm | 5'5""",0,404,-,91,93,28,76,82,80,71
207,Llorente,81,ST,,850,2,3,M \ M,60,79,57,74,35,85,"195cm | 6'4""",0,390,-,69,51,23,85,65,59,84
208,Miroslav Klose,81,ST,,900,2,4,M \ L,71,77,63,73,32,64,"184cm | 6'0""",0,380,-,64,61,25,87,70,63,86
209,Jack Wilshere,81,CM,,1.5K,3,3,M \ M,76,69,81,84,61,77,"172cm | 5'7""",0,448,-,83,87,61,80,75,85,64
210,Shinji Kagawa,81,CAM,,1.4K,4,4,H \ M,80,73,76,88,32,49,"172cm | 5'7""",0,398,-,,,,,,,
211,Giovani dos Santos,81,ST,,1.3K,4,4,H \ L,86,81,69,88,29,55,"175cm | 5'8""",0,408,-,89,89,21,80,85,62,83
212,Jordi Alba,81,LB,,4.7K,3,3,H \ M,92,69,75,81,78,76,"170cm | 5'6""",0,471,-,89,87,76,77,92,68,73
213,Raphaël Varane,81,CB,,1.7K,2,3,M \ M,76,45,60,62,83,76,"191cm | 6'3""",0,402,-,53,47,80,44,77,56,40
214,Carlos Bacca,81,ST,,1.1K,2,2,H \ M,81,82,63,80,31,69,"181cm | 5'11""",0,406,-,83,71,25,84,79,66,84
215,Aymeric Laporte,81,CB,,750,2,2,M \ M,67,29,56,55,83,80,"189cm | 6'2""",0,370,-,58,56,82,34,69,48,25
216,André Schürrle,81,LM,,3.8K,4,4,M \ M,88,83,75,83,37,67,"183cm | 6'0""",0,433,-,85,77,23,80,85,75,81
217,Nuri Sahin,81,CM,,1.1K,3,4,H \ M,55,69,84,82,67,59,"180cm | 5'10""",0,416,-,77,75,58,66,51,84,63
218,Thiago,81,CM,,1.1K,4,3,M \ M,72,72,79,87,57,64,"172cm | 5'7""",0,431,-,90,87,49,79,68,84,69
219,Ashley Cole,81,LB,,1.1K,3,2,H \ M,73,55,71,74,80,75,"176cm | 5'9""",0,428,-,77,76,79,60,72,61,42
220,Theo Walcott,81,RM,,800,3,3,H \ L,96,77,75,81,33,64,"176cm | 5'9""",0,426,-,83,80,27,82,96,76,83
221,Sven Bender,81,CDM,,1K,2,4,H \ H,66,56,68,66,84,82,"185cm | 6'0""",0,422,-,65,62,83,54,66,67,44
222,Fernando Torres,81,ST,,3.5K,3,4,M \ M,79,79,72,80,32,70,"186cm | 6'1""",0,412,-,,,,,,,
223,Coutinho,81,CAM,,1.4K,4,4,H \ M,81,68,81,87,33,50,"171cm | 5'7""",0,400,-,91,91,24,76,75,86,66
224,Wilfried Bony,81,ST,,1.6K,3,4,M \ L,73,82,59,74,39,85,"182cm | 5'11""",0,412,-,67,72,25,83,77,65,80
225,Stevan Jovetic,81,ST,,1.3K,4,4,H \ M,78,82,78,83,38,70,"183cm | 6'0""",0,429,-,83,62,27,83,79,80,83
226,Henrikh Mkhitaryan,81,CAM,,900,4,5,H \ H,86,75,77,85,54,71,"178cm | 5'10""",0,448,-,88,83,49,81,84,80,74
227,Kevin De Bruyne,81,CAM,,2.2K,4,5,H \ M,77,80,80,81,41,69,"181cm | 5'11""",0,428,-,78,76,37,82,78,80,78
228,Roberto Firmino,81,CAM,,1.6K,4,3,M \ M,77,77,77,85,33,67,"181cm | 5'11""",0,416,-,84,78,24,80,77,81,80
229,Javier Hernández,81,ST,,1.2K,3,3,M \ L,86,80,64,76,31,63,"175cm | 5'8""",0,400,-,,,,,,,
230,Samuel Eto'o,81,ST,,1.5K,4,3,M \ M,76,81,71,82,37,72,"179cm | 5'10""",0,419,-,83,74,20,84,77,74,82
231,Didier Drogba,81,ST,,1.9K,3,4,M \ M,67,83,75,75,36,78,"188cm | 6'2""",0,414,-,63,52,22,83,70,81,83
232,Felipe Melo,81,CDM,,1.5K,3,3,M \ H,76,71,76,75,80,86,"183cm | 6'0""",0,464,-,78,63,76,73,77,74,63
233,Soldado,81,ST,,1.2K,3,3,M \ L,76,81,68,76,42,75,"179cm | 5'10""",0,418,-,71,71,32,84,76,73,84
234,Luisão,81,CB,,1K,2,2,L \ M,39,53,59,53,84,75,"192cm | 6'3""",0,363,-,34,32,84,36,44,52,45
235,Gary Cahill,81,CB,,1.4K,2,3,M \ M,74,58,52,62,84,76,"193cm | 6'3""",0,406,-,67,51,82,45,78,56,56
236,Laurent Koscielny,81,CB,,2K,2,3,M \ H,81,40,62,65,82,75,"186cm | 6'1""",0,405,-,70,62,81,31,82,56,32
237,Martin Škrtel,81,CB,,1.3K,2,2,M \ H,63,38,48,54,82,82,"191cm | 6'3""",0,367,-,62,60,81,33,69,28,35
238,Nani,81,RM,,1.7K,5,4,H \ L,84,78,79,86,27,64,"175cm | 5'8""",0,418,-,92,83,25,81,81,80,74
239,Mamadou Sakho,81,CB,,1K,2,2,M \ H,68,33,60,57,80,83,"187cm | 6'1""",0,381,-,61,55,77,32,68,50,23
240,Stefan Kießling,81,ST,,900,2,3,H \ H,66,83,70,69,44,80,"191cm | 6'3""",0,412,-,60,42,26,86,68,75,88
241,Daniel Agger,81,CB,,750,2,3,H \ M,73,65,66,61,83,77,"191cm | 6'3""",0,425,-,,,,,,,
242,Branislav Ivanovic,81,RB,,1.9K,2,3,H \ M,67,60,63,60,86,83,"185cm | 6'0""",0,419,-,54,47,86,54,69,56,56
243,Kevin Strootman,81,CM,,1K,2,3,H \ H,68,72,79,76,75,83,"186cm | 6'1""",0,453,-,66,62,69,75,69,81,66
244,Yohan Cabaye,81,CM,,1.4K,3,4,M \ M,68,75,82,78,71,73,"175cm | 5'8""",0,447,-,78,77,68,70,69,84,70
245,Rio Mavuba,81,CDM,,850,2,3,M \ H,66,52,76,74,78,78,"172cm | 5'7""",0,424,-,74,81,75,55,65,77,42
246,Tolga Zengin,81,GK,,750,1,2,M \ M,79,79,79,82,42,83,"192cm | 6'3""",0,444,-,49,49,25,25,44,25,25
247,José Reina,81,GK,,950,1,3,M \ M,81,78,87,83,50,80,"188cm | 6'2""",0,459,-,50,60,25,25,63,25,25
248,Diego Alves,81,GK,,1.2K,1,2,M \ M,88,74,76,88,55,74,"188cm | 6'2""",0,455,-,69,57,25,25,54,25,25
249,Kaká,81,CAM,,1K,4,4,H \ M,74,76,82,80,34,60,"186cm | 6'1""",0,406,-,68,64,25,81,80,85,75
250,Fernando Torres,81,ST,,1K,3,4,M \ M,79,79,72,80,32,70,"186cm | 6'1""",0,412,-,74,60,21,81,76,79,78
251,Wilfried Bony,81,ST,,900,3,4,M \ L,73,82,59,74,39,85,"182cm | 5'11""",0,412,-,67,72,25,83,77,65,80
252,Samuel Eto'o,81,ST,,900,4,3,M \ M,76,81,71,82,37,72,"179cm | 5'10""",0,419,-,83,74,20,84,77,74,82
253,André Schürrle,81,LM,,1.7K,4,4,M \ M,88,83,75,83,37,67,"183cm | 6'0""",0,433,-,85,77,23,80,85,75,81
254,Enzo Pérez,81,CM,,1.6K,3,4,M \ H,81,73,78,82,76,82,"177cm | 5'9""",0,472,-,79,78,75,80,78,82,71
255,Naldo,81,CB,,1.4K,2,4,H \ M,73,57,62,57,83,75,"198cm | 6'5""",0,407,-,55,42,81,54,78,59,33
256,Azpilicueta,81,LB,,1.9K,3,3,M \ M,81,56,74,73,82,77,"178cm | 5'10""",0,443,-,75,73,81,64,81,68,46
257,Radja Nainggolan,81,CM,,1.4K,3,3,H \ H,81,75,77,81,78,81,"176cm | 5'9""",0,473,-,80,85,73,82,79,75,67
258,Parejo,81,CM,,1K,3,4,M \ M,62,75,87,80,59,70,"180cm | 5'10""",0,433,-,71,72,59,80,63,88,64
259,Roberto Firmino,81,CAM,,1.1K,4,3,M \ M,77,77,77,85,33,67,"181cm | 5'11""",0,416,-,84,78,24,80,77,81,80
260,Javier Hernández,81,ST,,1.8K,3,3,M \ L,86,80,64,76,31,63,"175cm | 5'8""",0,400,-,79,84,22,87,85,72,88
261,José Reina,81,GK,,900,1,3,M \ M,81,78,87,83,50,80,"188cm | 6'2""",0,459,-,50,60,25,25,63,25,25
262,Yohan Cabaye,81,CDM,,1.3K,3,4,M \ M,68,75,82,78,71,73,"175cm | 5'8""",0,447,-,78,77,68,70,69,84,70
263,Giovani dos Santos,81,ST,,1.3K,4,4,H \ L,86,81,69,88,29,55,"175cm | 5'8""",0,408,-,89,89,21,80,85,62,83
264,Carlos Bacca,81,ST,,850,2,2,H \ M,81,82,63,80,31,69,"181cm | 5'11""",0,406,-,83,71,25,84,79,66,84
265,Mathieu Valbuena,81,CAM,,2.5K,4,3,H \ M,86,73,80,83,33,49,"167cm | 5'5""",0,404,-,91,93,28,76,82,80,71
266,Soldado,81,ST,,1.2K,3,3,M \ L,76,81,68,76,42,75,"179cm | 5'10""",0,418,-,71,71,32,84,76,73,84
267,Ronaldinho,80,CAM,,1.9K,5,4,M \ L,53,72,85,85,28,61,"182cm | 5'11""",0,384,-,73,72,25,66,51,86,70
268,José Callejón,80,CAM,,1K,3,2,H \ M,89,78,72,82,28,62,"178cm | 5'10""",0,411,-,83,78,25,85,89,76,77
269,Patrice Evra,80,LB,,2.2K,3,2,H \ M,79,51,71,77,79,78,"173cm | 5'8""",0,435,-,77,83,77,65,79,62,40
270,Michael Bradley,80,CM,,1K,2,3,H \ H,69,67,79,76,74,83,"188cm | 6'2""",0,448,-,67,66,71,72,69,82,59
271,Stephan El Shaarawy,80,LW,,700,4,4,H \ H,87,76,72,84,33,60,"178cm | 5'10""",0,412,-,84,83,24,79,86,77,77
272,Mikel Arteta,80,CDM,,950,3,4,M \ M,43,72,83,79,74,66,"175cm | 5'8""",0,417,-,66,83,73,73,41,80,67
273,Artem Dzyuba,80,ST,,1K,3,4,H \ M,78,80,71,70,33,84,"194cm | 6'4""",0,416,-,30,34,24,79,81,76,82
274,Axel Witsel,80,CM,,1.7K,4,3,M \ M,71,73,77,83,74,80,"186cm | 6'1""",0,458,-,87,60,70,75,74,78,71
275,Emmanuel Emenike,80,ST,,1.1K,3,4,H \ L,88,80,55,76,28,83,"182cm | 5'11""",0,410,-,66,68,25,77,87,56,81
276,Frank Lampard,80,CM,,1.8K,3,4,M \ M,46,84,83,76,62,72,"184cm | 6'0""",0,423,-,68,56,52,84,55,82,82
277,Moussa Dembélé,80,CM,,4K,4,2,M \ M,79,71,75,84,68,83,"185cm | 6'0""",0,460,-,82,73,62,70,79,79,65
278,Naldo,80,CB,,1K,2,4,H \ M,72,56,61,57,82,74,"198cm | 6'5""",0,402,-,55,42,80,53,77,58,32
279,Ricardo Andrade Quaresma Bernardo,80,RW,,1.2K,5,4,M \ L,84,74,77,85,27,64,"175cm | 5'8""",0,411,-,82,79,25,71,83,78,66
280,Iraola,80,RB,,2K,3,3,H \ M,79,63,75,77,79,79,"182cm | 5'11""",0,452,-,71,71,81,74,79,65,58
281,Jérémy Mathieu,80,CB,,1.1K,2,2,H \ M,76,64,66,55,82,81,"192cm | 6'3""",0,424,-,65,50,81,48,78,42,52
282,Aymen Abdennour,80,CB,,1.3K,2,3,H \ H,72,59,64,64,80,86,"187cm | 6'1""",0,425,-,69,69,80,52,76,54,52
283,Beñat,80,CM,,950,2,3,M \ M,67,79,83,75,68,74,"175cm | 5'8""",0,446,-,71,79,61,78,65,83,76
284,Bernard,80,CAM,,950,4,4,H \ M,90,71,76,85,37,39,"164cm | 5'4""",0,398,-,92,97,38,81,90,76,73
285,Parejo,80,CM,,1.2K,3,4,M \ M,61,71,86,78,58,68,"180cm | 5'10""",0,422,-,69,70,58,76,62,87,61
286,Kevin-Prince Boateng,80,CM,,800,4,4,H \ M,77,80,78,81,70,84,"186cm | 6'1""",0,470,-,78,68,60,81,77,77,77
287,Muniaín,80,LW,,900,4,3,H \ M,87,73,71,85,37,63,"169cm | 5'6""",0,416,-,89,94,33,83,84,71,76
288,Nicolás Otamendi,80,CB,,1.5K,2,3,M \ M,66,51,55,62,84,76,"183cm | 6'0""",0,394,-,61,63,84,50,61,52,59
289,Rodrigo,80,ST,,1.1K,4,3,H \ M,86,80,69,79,33,71,"180cm | 5'10""",0,418,-,82,70,26,85,87,71,81
290,Antonio Valencia,80,RM,,1.1K,4,2,M \ H,85,67,78,79,47,75,"181cm | 5'11""",0,431,-,79,74,42,73,86,78,62
291,Kevin Mirallas,80,RM,,1.1K,4,4,H \ M,88,77,77,83,47,63,"178cm | 5'10""",0,435,-,86,74,40,80,87,67,78
292,Alberto Costa,80,CM,,3.9K,3,2,M \ M,64,78,83,79,66,74,"176cm | 5'9""",0,444,-,75,79,57,70,64,79,70
293,Francesco Totti,80,CF,,1K,3,5,M \ M,40,83,87,81,26,69,"180cm | 5'10""",0,386,-,69,60,25,79,34,90,81
294,Antonio Cassano,80,CF,,4K,3,4,M \ L,53,78,87,85,28,60,"175cm | 5'8""",0,391,-,65,82,25,79,52,87,78
295,Raheem Sterling,80,RW,,3K,4,3,H \ M,93,69,70,84,46,62,"170cm | 5'6""",0,424,-,88,91,48,75,92,69,71
296,Tomáš Rosický,80,CAM,,750,3,3,H \ H,74,70,81,84,43,67,"178cm | 5'10""",0,419,-,82,85,32,79,73,83,65
297,Christian Benteke,80,ST,,1.2K,3,4,M \ M,80,81,64,74,33,85,"190cm | 6'2""",0,417,-,74,48,25,81,81,73,82
298,Eliaquim Mangala,80,CB,,950,2,4,H \ H,76,40,59,63,79,85,"187cm | 6'1""",0,402,-,62,57,76,38,79,46,26
299,Romelu Lukaku,80,ST,,1.5K,3,4,H \ M,84,80,65,75,30,81,"190cm | 6'2""",0,415,-,64,48,25,77,86,69,83
300,Alessio Cerci,80,CF,,1.4K,4,3,M \ L,87,78,81,83,34,74,"180cm | 5'10""",0,437,-,,,,,,,
301,Loïc Rémy,80,ST,,1.2K,4,3,M \ M,90,80,68,74,34,71,"184cm | 6'0""",0,417,-,,,,,,,
302,David Villa,80,ST,,2.7K,4,5,H \ M,73,83,72,82,32,64,"175cm | 5'8""",0,406,-,76,75,22,81,72,71,84
303,Paulinho,80,CM,,950,3,3,H \ M,77,75,73,77,80,78,"181cm | 5'11""",0,460,-,70,64,79,81,78,74,75
304,Enzo Pérez,80,CM,,3.2K,3,4,M \ H,80,73,78,82,74,80,"177cm | 5'9""",0,467,-,79,78,73,80,77,82,71
305,Douglas Costa,80,CAM,,2.1K,5,3,M \ M,85,73,78,84,51,62,"170cm | 5'6""",0,433,-,85,85,41,78,84,81,68
306,Xherdan Shaqiri,80,RM,,1.7K,4,4,H \ M,88,78,76,86,57,74,"169cm | 5'6""",0,459,-,90,94,58,78,84,78,75
307,Salomón Rondón,80,ST,,1K,4,4,H \ M,80,80,56,74,32,80,"189cm | 6'2""",0,402,-,72,48,25,82,81,53,83
308,Raúl Albiol,80,CB,,1.1K,2,3,M \ M,61,46,60,59,83,76,"190cm | 6'2""",0,385,-,56,56,83,35,62,59,37
309,Selçuk Inan,80,CM,,1K,3,3,M \ M,74,77,83,81,64,75,"182cm | 5'11""",0,454,-,74,75,65,72,75,85,71
310,Sidney Sam,80,RW,,1.1K,4,3,M \ M,90,79,74,81,34,63,"174cm | 5'8""",0,421,-,89,82,22,80,90,74,74
311,Ricardo Rodriguez,80,LB,,1.7K,3,3,H \ M,76,52,76,76,79,76,"180cm | 5'10""",0,435,-,74,70,78,64,78,57,35
312,Federico Fazio,80,CB,,1.2K,2,3,M \ M,50,42,60,54,81,81,"195cm | 6'4""",0,368,-,35,46,79,43,63,46,42
313,Ciro Immobile,80,ST,,1K,3,4,H \ M,78,80,60,76,32,78,"181cm | 5'11""",0,404,-,77,66,20,86,80,60,85
314,Bacary Sagna,80,RB,,1.4K,3,4,M \ M,74,56,71,75,81,78,"176cm | 5'9""",0,435,-,71,76,81,65,75,67,48
315,Emmanuel Adebayor,80,ST,,750,4,3,M \ L,73,79,67,76,31,77,"191cm | 6'3""",0,403,-,65,52,22,79,77,74,82
316,Jermain Defoe,80,ST,,1K,3,4,M \ M,83,85,61,78,29,65,"170cm | 5'6""",0,401,-,83,88,23,83,84,70,87
317,Mathieu Debuchy,80,RB,,1.4K,3,3,H \ M,76,65,73,74,78,78,"178cm | 5'10""",0,444,-,77,74,77,67,75,64,59
318,Demba Ba,80,ST,,800,3,3,H \ M,77,81,66,77,45,79,"189cm | 6'2""",0,425,-,73,55,29,82,78,68,82
319,Loïc Perrin,80,CB,,1K,2,3,M \ M,71,64,69,67,83,76,"180cm | 5'10""",0,430,-,59,73,83,56,74,63,60
320,Gaël Clichy,80,LB,,2.2K,2,4,H \ M,85,42,70,78,80,68,"176cm | 5'9""",0,423,-,82,75,81,64,86,58,33
321,Guillermo Ochoa,80,GK,,900,1,3,M \ M,83,68,76,86,47,78,"185cm | 6'0""",0,438,-,65,61,25,25,50,25,25
322,Casilla,80,GK,,900,1,2,M \ M,82,81,78,79,32,80,"191cm | 6'3""",0,432,-,52,58,25,25,49,25,25
323,Rui Patrício,80,GK,,900,1,2,M \ M,83,81,82,80,45,78,"190cm | 6'2""",0,449,-,56,51,25,25,48,25,25
324,Wojciech Szczesny,80,GK,,1.1K,1,3,M \ M,83,79,70,84,50,76,"196cm | 6'5""",0,442,-,55,46,25,25,40,25,25
325,Onur Kivrak,80,GK,,1.1K,1,1,M \ M,80,78,79,86,67,78,"187cm | 6'1""",0,468,-,67,51,25,25,65,25,25
326,Vincent Enyeama,80,GK,,800,1,3,M \ M,77,81,80,90,42,79,"182cm | 5'11""",0,449,-,51,57,25,25,48,25,25
327,Alberto Costa,80,CM,,850,3,2,M \ M,64,78,83,79,66,74,"176cm | 5'9""",0,444,-,75,79,57,70,64,79,70
328,Alessio Cerci,80,CF,,950,4,3,M \ L,87,78,81,83,34,74,"180cm | 5'10""",0,437,-,82,78,24,80,88,82,76
329,David Villa,80,ST,,950,4,5,H \ M,73,83,72,82,32,64,"175cm | 5'8""",0,406,-,76,75,22,81,72,71,84
330,Enzo Pérez,80,CM,,3K,3,4,M \ H,80,73,78,82,74,80,"177cm | 5'9""",0,467,-,79,78,73,80,77,82,71
331,Jermain Defoe,80,ST,,1.3K,3,4,M \ M,83,85,61,78,29,65,"170cm | 5'6""",0,401,-,83,88,23,83,84,70,87
332,Xherdan Shaqiri,80,RM,,2K,4,4,H \ M,88,78,76,86,57,74,"169cm | 5'6""",0,459,-,90,94,58,78,84,78,75
333,Seamus Coleman,80,RB,,1.3K,3,3,H \ M,83,67,72,77,79,78,"177cm | 5'9""",0,456,-,75,74,80,75,85,71,66
334,Nicolas Nkoulou,80,CB,,800,2,3,M \ M,80,43,67,69,81,77,"180cm | 5'10""",0,417,-,69,78,80,53,80,67,32
335,Moyá,80,GK,,1K,1,2,M \ M,82,76,82,84,46,80,"189cm | 6'2""",0,450,-,54,49,25,25,34,25,25
336,Pablo Piatti,80,LW,,1.1K,4,2,H \ M,88,72,76,82,34,53,"163cm | 5'4""",0,405,-,89,92,27,78,87,75,72
337,Adam Lallana,80,CAM,,1K,4,5,H \ M,73,72,80,84,50,67,"173cm | 5'8""",0,426,-,84,84,31,75,69,85,74
338,Carvajal,80,RB,,1.8K,2,3,H \ M,84,40,75,78,78,82,"173cm | 5'8""",0,437,-,86,82,80,58,86,59,30
339,Frank Lampard,80,CM,,850,3,4,M \ M,46,84,83,76,62,72,"184cm | 6'0""",0,423,-,68,56,52,84,55,82,82
340,Artem Dzyuba,80,ST,,750,3,4,H \ M,78,80,71,70,33,84,"194cm | 6'4""",0,416,-,30,34,24,79,81,76,82
341,Raheem Sterling,80,CAM,,6.5K,4,3,H \ M,93,69,70,84,46,62,"170cm | 5'6""",0,424,-,88,91,48,75,92,69,71
342,Stephan El Shaarawy,80,LW,,1K,4,4,H \ H,87,76,72,84,33,60,"178cm | 5'10""",0,412,-,84,83,24,79,86,77,77
343,Ciro Immobile,80,ST,,800,3,4,H \ M,78,80,60,76,32,78,"181cm | 5'11""",0,404,-,77,66,20,86,80,60,85
344,Christian Benteke,80,ST,,1.9K,3,4,M \ M,80,81,64,74,33,85,"190cm | 6'2""",0,417,-,74,48,25,81,81,73,82
345,Douglas Costa,80,CAM,,5K,5,3,M \ M,85,73,78,84,51,62,"170cm | 5'6""",0,433,-,85,85,41,78,84,81,68
346,Ricardo Andrade Quaresma Bernardo,80,RW,,2.9K,5,4,M \ L,84,74,77,85,27,64,"175cm | 5'8""",0,411,-,82,79,25,71,83,78,66
347,Casilla,80,GK,,950,1,2,M \ M,82,81,78,79,32,80,"191cm | 6'3""",0,432,-,52,58,25,25,49,25,25
348,Iraola,80,RB,,2.1K,3,3,H \ M,79,63,75,77,79,79,"182cm | 5'11""",0,452,-,71,71,81,74,79,65,58
349,Antonio Cassano,80,CF,,950,3,4,M \ L,53,78,87,85,28,60,"175cm | 5'8""",0,391,-,65,82,25,79,52,87,78
350,Xherdan Shaqiri,80,CAM,,4.8K,4,4,H \ M,88,78,76,86,57,74,"169cm | 5'6""",0,459,-,90,94,58,78,84,78,75
351,Wojciech Szczesny,80,GK,,950,1,3,M \ M,83,79,70,84,50,76,"196cm | 6'5""",0,442,-,55,46,25,25,40,25,25
352,Salomón Rondón,80,ST,,1.3K,4,4,H \ M,80,80,56,74,32,80,"189cm | 6'2""",0,402,-,72,48,25,82,81,53,83
353,Maicon,79,RB,,2.1K,2,3,H \ M,78,71,79,78,76,80,"184cm | 6'0""",0,462,-,72,74,71,79,80,74,63
354,Keisuke Honda,79,CAM,,900,3,3,M \ L,74,73,82,79,62,70,"182cm | 5'11""",0,440,-,74,70,54,77,74,83,67
355,Vedran Corluka,79,CB,,900,3,3,M \ M,52,46,66,65,80,81,"192cm | 6'3""",0,390,-,57,46,82,44,52,59,37
356,Martín Cáceres,79,CB,,950,2,3,M \ H,82,52,60,66,82,77,"182cm | 5'11""",0,419,-,83,79,83,49,83,56,40
357,Jonathan Biabiany,79,RW,,1.5K,3,3,H \ L,96,66,70,82,36,66,"177cm | 5'9""",0,416,-,85,80,29,79,97,65,65
358,Fredy Guarín,79,CM,,1.4K,4,3,H \ M,79,78,78,81,68,85,"183cm | 6'0""",0,469,-,76,73,56,76,79,79,70
359,Radja Nainggolan,79,CM,,1.3K,3,3,H \ H,80,71,76,80,76,80,"176cm | 5'9""",0,463,-,79,84,71,78,78,74,63
360,Marouane Fellaini,79,CDM,,1.9K,3,3,M \ M,64,71,73,71,75,88,"194cm | 6'4""",0,442,-,57,52,71,74,71,78,71
361,Fernando,79,CDM,,900,2,2,M \ H,68,60,69,73,83,83,"183cm | 6'0""",0,436,-,79,73,83,60,70,71,53
362,Rémy Cabella,79,CAM,,1.5K,4,4,H \ M,84,76,77,84,65,57,"172cm | 5'7""",0,443,-,89,84,67,76,82,81,78
363,Gabriel Paletta,79,CB,,900,2,3,L \ H,60,40,52,47,81,82,"190cm | 6'2""",0,362,-,51,48,83,33,62,47,25
364,Kwadwo Asamoah,79,LM,,1.8K,4,3,H \ H,84,74,75,82,69,82,"178cm | 5'10""",0,466,-,83,84,63,77,83,74,70
365,Gökhan Inler,79,CDM,,1.2K,2,4,M \ M,67,72,77,73,75,77,"183cm | 6'0""",0,441,-,68,59,69,69,65,78,59
366,Ron Vlaar,79,CB,,2K,2,4,M \ H,61,59,60,59,81,82,"189cm | 6'2""",0,402,-,39,43,81,39,68,59,44
367,Arbeloa,79,RB,,950,2,3,M \ M,73,60,71,61,79,78,"184cm | 6'0""",0,422,-,64,60,79,64,76,66,58
368,Juanfran,79,RB,,1.1K,3,3,H \ M,83,59,73,79,76,78,"180cm | 5'10""",0,448,-,78,62,77,68,87,72,56
369,Aaron Lennon,79,RM,,1.4K,3,3,H \ M,92,63,73,83,27,60,"165cm | 5'4""",0,398,-,94,92,25,76,91,81,65
370,Fábio Coentrão,79,LB,,1.5K,3,2,M \ M,80,65,73,79,75,76,"179cm | 5'10""",0,448,-,74,77,72,69,78,68,64
371,Eduardo Salvio,79,RM,,850,4,3,H \ M,88,73,73,84,43,66,"171cm | 5'7""",0,427,-,85,84,40,84,86,70,72
372,Sandro,79,CDM,,1K,3,3,M \ H,72,68,72,72,80,84,"187cm | 6'1""",0,448,-,,,,,,,
373,Iborra,79,CDM,,700,2,4,M \ M,55,67,73,66,78,83,"195cm | 6'4""",0,422,-,53,50,69,61,55,76,60
374,Daley Blind,79,CDM,,1K,3,3,M \ H,66,51,73,75,74,77,"180cm | 5'10""",0,416,-,,,,,,,
375,Grzegorz Krychowiak,79,CDM,,800,2,3,M \ H,59,57,70,60,80,87,"186cm | 6'1""",0,413,-,59,52,82,42,63,65,42
376,Rasmus Elm,79,CDM,,5K,3,4,H \ M,65,71,82,70,72,75,"184cm | 6'0""",0,435,-,76,60,69,73,66,84,59
377,Deulofeu,79,RW,,3K,4,4,H \ L,91,68,66,86,26,59,"179cm | 5'10""",0,396,-,93,77,25,77,92,61,72
378,Carvajal,79,RB,,1.4K,2,3,H \ M,83,40,73,78,76,82,"173cm | 5'8""",0,432,-,86,82,78,58,85,57,30
379,João Pereira,79,RB,,4.4K,3,3,H \ M,85,58,72,75,75,77,"172cm | 5'7""",0,442,-,79,82,71,61,85,66,52
380,Adam Lallana,79,CAM,,900,4,5,H \ M,72,71,78,83,49,67,"173cm | 5'8""",0,420,-,83,83,30,74,68,83,73
381,Adel Taarabt,79,CAM,,2.2K,5,4,M \ L,80,73,76,84,31,62,"177cm | 5'9""",0,406,-,84,78,28,76,77,76,70
