,Rat,Position,Skils,Weak_Foot,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Age,Weight,Aggression,Balance,Ball_Control,Jumping,Long_Passing,Stamina,Player_Height
335,81,CDM,3,3,76,58,73,78,79,81,30,74,86.0,82.0,78.0,69.0,76.0,94.0,175
337,81,ST,3,4,84,81,66,82,23,73,29,80,56.0,65.0,85.0,75.0,51.0,75.0,187
338,81,CB,2,2,72,60,66,66,81,82,31,82,86.0,62.0,66.0,86.0,74.0,78.0,186
339,81,LW,4,2,90,78,73,85,29,75,27,78,62.0,86.0,83.0,80.0,68.0,82.0,176
340,81,CB,2,2,74,54,55,60,83,80,30,77,86.0,64.0,67.0,86.0,75.0,77.0,181
341,81,CB,2,3,67,35,52,56,84,76,30,73,85.0,54.0,68.0,84.0,69.0,67.0,186
342,81,RB,2,3,81,40,71,79,81,82,29,73,83.0,82.0,82.0,76.0,71.0,85.0,173
343,81,CDM,3,3,59,58,72,74,83,85,29,87,82.0,46.0,79.0,70.0,78.0,86.0,187
344,81,CB,2,3,73,38,67,69,84,76,27,75,80.0,68.0,76.0,84.0,73.0,74.0,183
345,81,CB,3,3,56,53,67,64,83,75,38,87,74.0,64.0,72.0,67.0,75.0,63.0,188
346,81,CAM,3,3,67,76,82,78,66,80,35,81,83.0,63.0,85.0,73.0,84.0,79.0,184
347,81,CAM,4,5,70,77,83,83,46,68,36,76,65.0,78.0,86.0,73.0,80.0,65.0,180
348,81,LM,4,5,80,80,79,79,42,74,32,81,67.0,67.0,80.0,83.0,76.0,77.0,187
349,81,CB,2,3,67,58,63,64,82,84,32,84,86.0,68.0,72.0,72.0,67.0,71.0,187
350,81,CB,2,4,70,43,56,62,82,82,37,91,83.0,59.0,69.0,86.0,75.0,73.0,181
352,81,CM,3,2,83,68,79,84,67,67,35,67,63.0,88.0,86.0,74.0,75.0,88.0,169
353,81,CB,2,2,73,46,69,66,84,78,30,90,71.0,50.0,71.0,66.0,78.0,76.0,195
354,81,ST,4,2,87,83,75,89,25,59,28,69,50.0,86.0,91.0,68.0,61.0,74.0,177
355,81,ST,3,3,73,82,71,78,42,80,28,65,74.0,61.0,80.0,67.0,63.0,85.0,188
356,81,CAM,4,4,67,72,84,83,65,70,33,71,78.0,87.0,85.0,59.0,82.0,68.0,174
357,81,CAM,5,3,80,81,79,87,40,74,34,74,66.0,82.0,87.0,80.0,75.0,72.0,178
358,81,RW,3,3,87,80,77,84,30,71,27,72,75.0,73.0,84.0,65.0,80.0,82.0,183
359,81,LM,4,5,77,79,80,85,34,64,28,75,48.0,75.0,84.0,67.0,74.0,69.0,187
361,81,LB,2,3,83,51,63,66,86,75,34,77,80.0,77.0,65.0,93.0,65.0,75.0,182
362,81,RB,2,4,63,59,67,63,83,79,32,75,79.0,49.0,68.0,78.0,78.0,74.0,186
363,81,CB,2,4,76,51,69,70,79,89,34,76,91.0,92.0,74.0,90.0,76.0,92.0,171
372,81,ST,4,4,86,77,71,85,32,60,34,73,48.0,76.0,87.0,69.0,60.0,68.0,182
377,81,CM,4,4,85,71,81,85,74,75,30,78,80.0,75.0,85.0,69.0,79.0,91.0,184
380,80,ST,3,4,70,83,75,83,31,68,41,73,67.0,83.0,86.0,62.0,63.0,72.0,175
381,80,CF,3,5,38,84,87,81,21,68,45,82,69.0,60.0,90.0,34.0,87.0,54.0,180
384,80,RM,4,3,89,77,76,85,22,54,34,71,33.0,82.0,85.0,75.0,77.0,79.0,171
385,80,RB,3,3,78,64,77,78,80,81,39,74,81.0,71.0,78.0,74.0,79.0,87.0,182
386,80,ST,4,5,72,83,72,82,32,64,40,69,61.0,75.0,84.0,73.0,61.0,62.0,175
387,80,RB,2,3,78,72,77,78,78,78,40,77,83.0,71.0,81.0,71.0,77.0,74.0,184
388,80,CM,3,4,77,74,78,80,74,77,36,67,83.0,79.0,81.0,72.0,81.0,82.0,176
389,80,ST,2,3,66,82,70,67,44,81,37,82,77.0,45.0,71.0,79.0,59.0,86.0,191
390,80,CM,3,4,68,76,83,77,69,76,35,70,71.0,73.0,78.0,64.0,82.0,91.0,176
393,80,CB,2,3,68,44,60,65,83,75,37,79,78.0,60.0,72.0,84.0,76.0,66.0,182
394,80,RB,2,3,78,46,68,72,79,66,36,62,80.0,71.0,78.0,80.0,72.0,87.0,174
395,80,CDM,3,3,67,60,71,67,79,81,37,76,87.0,60.0,74.0,70.0,75.0,87.0,181
396,80,RB,2,3,73,61,72,62,82,78,38,79,78.0,60.0,64.0,68.0,69.0,80.0,184
397,80,CB,2,2,71,64,67,60,81,74,37,79,79.0,47.0,70.0,67.0,72.0,65.0,191
398,80,LB,2,4,84,43,65,74,80,68,36,65,55.0,75.0,78.0,70.0,69.0,82.0,176
399,80,LM,4,3,85,74,78,82,35,56,36,65,46.0,77.0,81.0,57.0,71.0,69.0,175
400,80,ST,3,3,85,78,76,84,38,71,39,70,85.0,83.0,86.0,79.0,65.0,79.0,175
401,80,CM,2,3,69,69,79,78,72,83,34,79,81.0,74.0,79.0,69.0,84.0,93.0,188
402,80,CB,2,3,70,64,70,65,81,76,36,80,77.0,60.0,69.0,93.0,74.0,67.0,183
403,80,RB,3,3,75,65,73,74,80,78,36,76,80.0,74.0,75.0,81.0,73.0,89.0,177
404,80,CDM,2,4,67,71,78,74,76,78,37,80,80.0,59.0,79.0,75.0,84.0,79.0,183
405,80,LW,4,4,82,73,74,82,33,73,36,75,76.0,85.0,81.0,72.0,61.0,67.0,173
406,80,CDM,3,3,40,70,86,74,72,70,40,71,79.0,63.0,82.0,33.0,90.0,70.0,179
407,80,CDM,2,3,63,67,75,68,80,86,34,80,89.0,55.0,74.0,90.0,76.0,77.0,185
408,80,ST,2,3,60,77,60,69,28,76,36,90,60.0,33.0,79.0,55.0,51.0,65.0,195
409,80,CM,4,2,77,72,75,82,69,82,34,82,74.0,53.0,84.0,77.0,79.0,82.0,185
410,80,ST,3,3,82,83,74,84,22,52,34,72,24.0,86.0,87.0,61.0,67.0,65.0,173
411,80,CDM,2,3,77,52,72,75,80,69,36,73,85.0,77.0,77.0,77.0,77.0,85.0,173
412,80,CB,2,4,68,43,55,62,81,82,37,91,83.0,59.0,69.0,86.0,74.0,73.0,181
413,80,CAM,5,3,80,72,82,84,42,55,37,61,66.0,91.0,80.0,80.0,80.0,84.0,167
414,80,CB,2,3,63,44,51,54,83,82,35,85,84.0,34.0,60.0,70.0,53.0,69.0,192
415,80,CM,3,3,79,80,79,82,70,88,35,77,85.0,77.0,81.0,77.0,77.0,88.0,183
416,80,CB,2,3,60,44,52,50,82,84,34,76,85.0,57.0,54.0,72.0,69.0,79.0,191
417,80,LW,3,3,92,69,70,81,28,64,34,68,51.0,76.0,79.0,65.0,67.0,91.0,179
418,80,CM,3,2,83,67,77,83,66,67,35,67,63.0,87.0,85.0,74.0,74.0,88.0,169
419,80,LM,4,4,88,77,77,83,47,63,34,70,48.0,74.0,82.0,73.0,77.0,76.0,182
420,80,RB,2,4,77,63,70,74,79,74,34,72,74.0,59.0,78.0,74.0,66.0,82.0,176
421,80,LB,2,3,82,63,73,75,79,77,34,75,83.0,65.0,79.0,74.0,77.0,86.0,183
422,80,CDM,2,4,65,55,65,63,84,82,32,80,87.0,62.0,71.0,77.0,73.0,91.0,186
423,80,RM,4,4,80,74,76,86,64,66,35,73,75.0,85.0,84.0,69.0,67.0,75.0,172
424,80,CM,2,3,66,76,84,75,66,73,34,72,80.0,75.0,80.0,59.0,86.0,76.0,175
425,80,LB,2,2,77,53,72,75,81,72,35,72,74.0,67.0,77.0,75.0,61.0,85.0,178
426,80,RB,2,3,65,61,64,61,87,84,37,91,90.0,47.0,66.0,83.0,56.0,78.0,185
427,80,CAM,4,4,67,70,83,82,65,69,33,71,77.0,86.0,84.0,59.0,82.0,68.0,174
428,80,CB,3,3,51,47,67,66,82,82,35,84,81.0,46.0,73.0,80.0,69.0,80.0,192
429,80,RB,2,3,76,69,74,78,81,79,37,73,92.0,83.0,78.0,76.0,74.0,92.0,173
430,80,LM,4,4,81,81,78,80,27,68,35,72,53.0,73.0,79.0,63.0,72.0,79.0,179
431,80,CB,2,3,71,49,54,48,83,78,33,83,82.0,60.0,48.0,75.0,69.0,69.0,191
433,80,LW,4,2,87,71,75,82,42,59,32,63,55.0,91.0,80.0,70.0,63.0,75.0,163
434,80,LW,4,3,81,71,75,88,40,58,31,66,46.0,87.0,86.0,72.0,71.0,74.0,175
435,80,CDM,3,3,88,69,76,81,78,73,34,70,79.0,75.0,82.0,81.0,74.0,94.0,180
436,80,LB,3,2,81,57,72,77,80,72,32,70,72.0,74.0,76.0,70.0,65.0,77.0,178
437,80,ST,2,2,75,79,58,71,37,84,34,80,75.0,65.0,77.0,89.0,37.0,78.0,186
438,80,ST,4,4,77,80,68,79,30,78,31,88,69.0,54.0,84.0,71.0,49.0,72.0,189
440,80,CB,2,3,71,52,56,58,82,80,33,83,78.0,60.0,61.0,88.0,56.0,74.0,185
441,80,RB,2,3,87,63,77,75,78,72,33,70,65.0,76.0,76.0,77.0,79.0,83.0,178
442,80,CAM,4,3,90,77,74,85,47,63,33,64,56.0,83.0,85.0,62.0,75.0,70.0,172
443,80,ST,4,4,80,78,56,74,31,80,32,85,72.0,48.0,76.0,67.0,40.0,68.0,189
445,80,CM,2,3,67,72,79,76,75,81,31,78,83.0,68.0,82.0,55.0,83.0,79.0,186
446,80,RB,3,3,89,62,73,78,74,80,32,76,76.0,76.0,81.0,81.0,69.0,93.0,180
447,80,CB,2,3,66,41,65,68,84,76,31,77,77.0,77.0,70.0,86.0,72.0,78.0,177
448,80,CB,2,4,77,41,56,61,79,85,30,84,90.0,57.0,66.0,86.0,59.0,77.0,187
449,80,LW,4,4,86,75,71,84,31,60,29,72,54.0,82.0,87.0,60.0,61.0,72.0,178
450,80,RM,4,4,89,75,73,84,44,69,31,77,69.0,84.0,83.0,90.0,70.0,83.0,173
451,80,RM,4,4,87,72,79,85,38,76,29,70,75.0,84.0,86.0,71.0,81.0,73.0,176
452,80,CB,2,3,66,53,66,58,81,83,33,82,88.0,45.0,63.0,71.0,64.0,72.0,191
453,80,ST,3,4,82,80,66,73,33,82,28,94,72.0,48.0,76.0,71.0,58.0,76.0,190
454,80,CB,2,3,58,56,58,56,81,80,38,86,81.0,34.0,67.0,83.0,75.0,64.0,190
455,80,LM,4,4,89,80,75,82,35,67,31,74,64.0,78.0,79.0,72.0,63.0,74.0,184
456,80,RM,4,4,87,77,77,85,57,74,30,72,73.0,94.0,83.0,63.0,75.0,78.0,169
457,80,CB,2,3,66,56,65,61,82,80,29,71,85.0,58.0,69.0,84.0,67.0,79.0,185
458,80,CB,2,2,72,46,68,66,82,76,30,90,70.0,50.0,71.0,65.0,77.0,75.0,195
459,80,RB,3,3,85,66,73,77,78,81,29,76,81.0,78.0,77.0,93.0,71.0,87.0,176
460,80,CB,2,3,72,46,62,67,84,69,30,74,63.0,69.0,75.0,85.0,73.0,64.0,183
461,80,RM,3,3,81,80,77,81,39,82,29,82,75.0,81.0,81.0,77.0,67.0,90.0,179
462,80,LB,3,3,79,69,76,77,79,75,29,74,75.0,75.0,80.0,81.0,71.0,80.0,182
463,80,RM,5,4,91,77,74,82,30,70,30,73,55.0,80.0,80.0,74.0,65.0,82.0,180
464,80,LW,4,4,87,74,76,82,52,67,31,73,70.0,78.0,82.0,59.0,77.0,70.0,173
465,80,RW,4,4,88,80,72,82,28,67,29,70,60.0,78.0,82.0,82.0,59.0,80.0,174
466,80,RW,4,4,91,72,71,85,45,65,29,69,63.0,84.0,86.0,70.0,67.0,77.0,175
467,80,RW,3,3,87,79,75,83,30,70,27,72,74.0,73.0,83.0,65.0,78.0,81.0,183
468,80,LB,2,3,87,61,76,77,78,69,26,63,69.0,83.0,76.0,75.0,81.0,80.0,171
469,80,CB,2,2,55,53,48,59,84,79,32,83,82.0,47.0,65.0,60.0,47.0,63.0,193
470,80,CB,2,3,66,28,47,55,84,79,30,82,79.0,58.0,61.0,68.0,59.0,68.0,193
471,80,RM,3,4,82,72,78,81,58,72,36,77,70.0,80.0,81.0,64.0,73.0,75.0,176
472,80,LB,3,2,78,66,73,79,78,72,33,70,82.0,77.0,79.0,77.0,69.0,79.0,179
473,80,ST,3,3,86,80,64,76,31,63,33,71,59.0,84.0,77.0,85.0,55.0,75.0,175
474,80,CAM,5,4,70,74,82,85,37,63,40,68,80.0,82.0,86.0,57.0,81.0,70.0,174
476,80,CB,2,2,68,48,66,61,82,81,33,88,80.0,33.0,71.0,34.0,72.0,70.0,192
479,80,ST,4,3,74,82,74,80,36,71,40,75,75.0,74.0,80.0,85.0,64.0,68.0,179
480,80,CDM,3,4,67,76,82,79,74,74,35,72,78.0,77.0,84.0,70.0,82.0,81.0,175
481,80,RM,4,4,91,69,72,87,26,60,27,73,40.0,77.0,86.0,73.0,58.0,77.0,179
482,80,ST,3,4,75,81,70,67,30,86,33,91,78.0,34.0,76.0,60.0,64.0,79.0,194
483,80,ST,2,3,72,79,66,72,45,87,33,79,84.0,59.0,74.0,88.0,53.0,89.0,188
484,80,RB,2,3,81,68,72,77,80,78,37,75,80.0,68.0,79.0,70.0,75.0,82.0,185
485,80,RM,4,2,80,78,79,85,40,60,29,70,62.0,71.0,83.0,67.0,71.0,72.0,183
488,80,RWB,3,3,92,68,72,80,75,77,31,72,78.0,84.0,77.0,69.0,69.0,92.0,178
489,80,CB,2,2,73,35,52,61,84,77,29,75,71.0,53.0,64.0,89.0,49.0,72.0,187
490,80,ST,2,4,73,82,60,71,28,78,36,88,72.0,55.0,76.0,76.0,41.0,66.0,189
491,80,LM,3,3,81,77,80,82,63,73,32,75,73.0,76.0,84.0,66.0,78.0,84.0,180
492,80,CAM,3,5,78,74,77,82,56,76,28,76,74.0,56.0,84.0,64.0,79.0,76.0,189
493,80,RB,3,4,75,53,66,74,83,79,38,72,76.0,76.0,75.0,86.0,64.0,83.0,176
494,80,RM,2,2,81,75,78,80,73,85,32,83,77.0,63.0,83.0,77.0,76.0,92.0,187
503,80,ST,3,3,81,80,77,81,39,82,29,82,75.0,81.0,81.0,77.0,67.0,90.0,179
525,79,CM,3,4,34,82,82,75,62,71,43,89,75.0,55.0,82.0,67.0,84.0,61.0,184
526,79,ST,4,3,74,80,71,80,36,71,40,75,75.0,74.0,80.0,85.0,62.0,68.0,179
527,79,CB,2,3,71,52,55,62,80,79,39,82,87.0,58.0,69.0,88.0,69.0,64.0,187
528,79,ST,2,3,70,78,66,68,35,81,39,88,76.0,47.0,72.0,71.0,54.0,78.0,190
529,79,ST,3,4,78,78,70,78,28,70,37,78,62.0,60.0,80.0,75.0,51.0,63.0,186
530,79,ST,3,4,77,85,61,79,25,66,39,70,63.0,88.0,77.0,74.0,43.0,73.0,170
531,79,ST,4,3,72,78,68,76,31,77,37,82,70.0,52.0,76.0,76.0,55.0,70.0,191
532,79,CM,2,4,57,74,83,78,62,69,37,77,73.0,60.0,85.0,68.0,85.0,68.0,186
534,79,ST,3,4,78,82,81,84,26,57,44,68,49.0,84.0,90.0,60.0,79.0,55.0,170
535,79,ST,3,2,54,83,77,71,52,75,38,96,60.0,40.0,79.0,48.0,77.0,67.0,196
536,79,ST,3,3,86,80,69,73,34,80,36,79,78.0,52.0,72.0,72.0,63.0,83.0,188
537,79,CDM,2,4,69,66,66,69,81,83,35,82,78.0,62.0,72.0,80.0,74.0,90.0,187
538,79,ST,4,5,91,77,67,79,33,72,37,73,62.0,84.0,77.0,81.0,60.0,73.0,170
539,79,CB,2,3,68,70,68,69,80,84,40,83,90.0,66.0,70.0,92.0,74.0,74.0,187
540,79,CB,2,3,44,27,52,45,82,82,38,86,83.0,34.0,57.0,56.0,62.0,65.0,192
542,79,CB,2,4,48,61,58,54,82,78,36,84,81.0,36.0,63.0,64.0,67.0,67.0,192
543,79,ST,2,4,73,85,71,77,24,68,38,79,44.0,75.0,81.0,69.0,71.0,69.0,180
544,79,RM,5,3,78,79,78,86,35,71,34,74,64.0,82.0,86.0,77.0,75.0,70.0,178
545,79,CB,2,3,67,44,58,56,79,81,35,87,85.0,47.0,62.0,81.0,54.0,71.0,191
546,79,RB,3,4,72,53,66,74,82,77,38,72,75.0,76.0,75.0,84.0,64.0,81.0,176
547,79,LB,3,5,76,71,77,82,77,72,37,73,79.0,78.0,82.0,74.0,77.0,75.0,173
548,79,LB,2,3,78,56,59,67,84,78,35,79,79.0,62.0,66.0,83.0,64.0,77.0,183
549,79,CB,2,3,54,34,43,44,83,79,35,80,81.0,48.0,51.0,80.0,61.0,65.0,190
550,79,RB,2,3,77,68,71,76,80,78,37,75,80.0,68.0,78.0,70.0,74.0,82.0,185
551,79,CDM,3,4,65,72,83,71,73,76,33,75,75.0,60.0,81.0,63.0,84.0,90.0,184
552,79,RM,3,1,81,68,77,80,62,75,36,78,74.0,74.0,79.0,63.0,73.0,82.0,181
553,79,CDM,3,4,67,76,82,78,72,73,35,72,77.0,77.0,83.0,70.0,82.0,80.0,175
554,79,CB,2,3,76,51,61,66,78,85,33,83,85.0,68.0,67.0,91.0,63.0,74.0,180
555,79,RM,4,2,80,77,78,84,32,57,29,70,59.0,71.0,83.0,64.0,71.0,69.0,183
556,79,ST,4,4,86,81,69,87,29,53,32,74,53.0,89.0,87.0,65.0,71.0,68.0,175
557,79,CDM,3,3,72,57,67,72,79,88,35,86,92.0,71.0,73.0,78.0,67.0,91.0,180
558,79,CB,2,3,68,36,45,51,82,78,34,80,80.0,54.0,58.0,84.0,63.0,69.0,188
559,79,CM,3,4,77,73,83,80,70,74,34,69,79.0,90.0,80.0,67.0,79.0,94.0,172
560,79,ST,3,3,75,78,63,76,47,84,33,84,81.0,68.0,77.0,75.0,53.0,71.0,183
561,79,RM,3,3,75,74,86,81,41,58,35,73,55.0,74.0,81.0,33.0,87.0,62.0,183
562,79,CM,3,4,66,71,84,77,64,69,34,75,71.0,75.0,82.0,60.0,83.0,67.0,180
563,79,LW,4,4,84,76,76,82,32,70,34,73,53.0,81.0,81.0,73.0,61.0,73.0,178
564,79,CAM,5,4,74,73,78,84,32,62,32,81,59.0,78.0,84.0,45.0,71.0,55.0,178
565,79,LB,3,2,78,73,72,74,81,79,32,79,79.0,74.0,74.0,72.0,68.0,78.0,180
566,79,CB,2,2,53,53,57,57,82,82,35,84,81.0,32.0,68.0,38.0,65.0,75.0,193
567,79,ST,3,3,78,82,59,77,30,69,34,71,37.0,69.0,80.0,84.0,42.0,73.0,183
568,79,LW,4,3,88,74,71,82,44,60,34,69,55.0,69.0,81.0,68.0,64.0,72.0,175
569,79,ST,4,3,89,78,70,80,44,61,33,66,54.0,86.0,78.0,95.0,64.0,70.0,174
570,79,CM,3,3,74,70,81,75,70,79,31,67,78.0,71.0,78.0,81.0,81.0,93.0,182
571,79,CB,2,3,73,40,48,57,83,80,33,86,70.0,54.0,55.0,90.0,55.0,69.0,191
572,79,CDM,2,2,67,61,68,68,81,82,34,76,87.0,57.0,74.0,72.0,73.0,84.0,185
573,79,CB,2,3,65,45,52,50,78,84,29,89,92.0,61.0,56.0,91.0,52.0,63.0,184
574,79,LB,2,3,68,69,78,76,81,79,36,83,84.0,58.0,78.0,78.0,77.0,77.0,187
575,79,ST,3,3,85,76,72,80,34,78,31,73,77.0,64.0,79.0,84.0,64.0,84.0,185
577,79,ST,3,3,76,80,66,76,33,76,32,88,77.0,59.0,81.0,61.0,57.0,75.0,193
578,79,LM,4,3,82,76,76,83,72,79,33,78,76.0,81.0,81.0,79.0,73.0,81.0,178
579,79,ST,3,4,72,78,70,67,30,85,33,91,78.0,34.0,76.0,60.0,64.0,79.0,194
580,79,CAM,4,3,83,75,73,86,48,63,33,69,58.0,84.0,86.0,68.0,66.0,67.0,174
581,79,CDM,3,3,69,57,73,76,77,83,33,75,87.0,61.0,81.0,64.0,78.0,85.0,190
582,79,LB,2,2,82,71,76,77,76,79,33,78,78.0,79.0,75.0,71.0,73.0,92.0,176
583,79,RB,2,2,90,63,72,73,77,80,31,70,78.0,73.0,73.0,83.0,67.0,88.0,178
584,79,ST,4,3,91,79,68,79,39,71,33,77,65.0,70.0,79.0,83.0,65.0,84.0,179
585,79,ST,2,3,60,82,51,52,40,74,32,85,67.0,42.0,68.0,55.0,37.0,64.0,196
586,79,CB,2,3,76,26,55,61,83,76,32,81,76.0,45.0,64.0,71.0,56.0,75.0,192
587,79,CB,2,2,70,44,63,66,80,78,34,77,79.0,54.0,69.0,83.0,72.0,73.0,192
588,79,ST,3,4,74,81,61,76,35,74,31,85,73.0,62.0,76.0,78.0,49.0,76.0,181
589,79,RM,4,4,83,80,79,81,45,66,34,74,59.0,79.0,81.0,60.0,78.0,73.0,177
590,79,RB,2,3,81,59,71,70,81,77,31,80,75.0,55.0,74.0,78.0,70.0,81.0,187
591,79,RB,2,4,86,50,72,76,76,76,30,72,80.0,83.0,78.0,78.0,75.0,88.0,174
592,79,ST,3,3,74,80,71,80,26,76,36,82,85.0,74.0,84.0,80.0,65.0,68.0,178
593,79,CM,3,4,77,72,75,79,76,82,35,77,86.0,81.0,83.0,75.0,73.0,92.0,177
594,79,ST,4,3,84,78,70,80,33,71,30,77,67.0,69.0,79.0,74.0,60.0,75.0,181
595,79,RM,4,4,89,72,73,84,42,70,28,70,66.0,88.0,83.0,65.0,73.0,75.0,175
596,79,ST,4,3,85,80,68,75,26,81,29,82,79.0,63.0,77.0,78.0,66.0,79.0,184
597,79,CAM,3,5,78,72,75,81,56,74,28,76,73.0,56.0,83.0,63.0,77.0,74.0,189
598,79,RW,3,3,92,72,73,82,24,62,30,65,48.0,73.0,82.0,71.0,68.0,76.0,178
599,79,LM,3,4,79,76,76,79,45,78,32,86,59.0,54.0,81.0,71.0,68.0,84.0,189
600,79,CB,2,2,80,33,51,58,80,84,30,83,89.0,59.0,54.0,92.0,56.0,79.0,185
601,79,CDM,2,3,67,59,66,73,79,86,30,80,89.0,69.0,75.0,68.0,73.0,84.0,188
602,79,ST,2,4,79,79,59,74,26,72,28,75,62.0,76.0,77.0,90.0,53.0,71.0,181
603,79,LM,4,4,91,77,74,83,26,73,29,75,75.0,75.0,84.0,49.0,70.0,73.0,180
604,79,LW,4,4,92,75,74,85,32,56,28,69,31.0,88.0,83.0,49.0,73.0,77.0,178
605,79,CDM,2,4,59,67,83,73,76,78,28,81,76.0,76.0,78.0,82.0,87.0,81.0,181
606,79,RM,3,4,91,68,71,82,58,77,32,70,82.0,79.0,82.0,82.0,64.0,90.0,176
607,79,LM,4,4,92,77,78,80,61,52,32,61,65.0,94.0,75.0,83.0,77.0,73.0,166
608,79,CDM,3,3,67,45,70,73,78,77,30,80,79.0,52.0,77.0,51.0,73.0,95.0,191
609,79,LWB,2,3,87,67,70,79,72,70,29,65,71.0,87.0,81.0,85.0,64.0,85.0,171
610,79,RWB,3,3,92,68,71,79,73,76,31,72,77.0,83.0,77.0,69.0,69.0,91.0,178
611,79,CB,2,2,72,35,52,60,83,75,29,75,70.0,53.0,63.0,87.0,49.0,71.0,187
612,79,ST,4,3,83,78,78,87,31,75,28,72,77.0,89.0,87.0,70.0,72.0,76.0,173
613,79,CDM,3,3,73,71,74,74,79,84,38,80,91.0,66.0,76.0,84.0,76.0,75.0,183
614,79,CAM,4,4,75,75,82,76,61,67,38,72,57.0,78.0,80.0,68.0,82.0,69.0,178
615,79,ST,4,3,85,77,67,81,27,68,32,81,63.0,69.0,81.0,81.0,53.0,60.0,180
616,79,CAM,5,4,82,76,75,84,45,60,31,68,69.0,85.0,81.0,61.0,71.0,67.0,172
626,79,RB,2,3,72,51,65,67,82,85,36,77,86.0,57.0,75.0,77.0,67.0,90.0,182
627,79,RM,4,2,88,70,75,85,36,49,33,61,42.0,94.0,78.0,74.0,58.0,68.0,172
628,79,ST,3,4,82,80,59,79,27,72,28,78,59.0,73.0,79.0,84.0,36.0,65.0,185
630,79,CB,2,3,73,50,58,55,80,81,27,85,74.0,52.0,67.0,85.0,56.0,72.0,190
631,79,ST,3,4,87,77,65,82,29,72,26,76,37.0,70.0,80.0,79.0,55.0,66.0,181
632,79,RM,3,4,70,70,83,81,58,64,31,74,58.0,74.0,86.0,72.0,83.0,70.0,172
633,79,CF,4,2,72,79,82,80,37,65,33,79,58.0,38.0,87.0,34.0,80.0,69.0,190
634,79,LM,4,4,78,74,78,81,51,80,32,83,76.0,57.0,84.0,71.0,63.0,71.0,192
635,79,ST,3,4,86,77,71,80,35,76,30,76,63.0,76.0,80.0,78.0,66.0,81.0,183
637,79,RB,3,3,85,79,78,81,74,77,30,67,86.0,84.0,83.0,79.0,75.0,98.0,173
638,79,CB,2,2,73,53,51,51,82,81,33,87,79.0,43.0,58.0,72.0,64.0,77.0,190
639,79,CB,2,2,74,26,41,55,80,87,30,89,87.0,61.0,69.0,78.0,46.0,75.0,195
640,79,CB,2,3,68,52,47,57,82,82,35,88,82.0,50.0,57.0,80.0,66.0,64.0,190
642,79,CAM,4,5,68,71,82,81,55,65,35,79,68.0,70.0,84.0,71.0,84.0,40.0,185
643,79,CB,2,4,61,59,59,57,81,80,36,79,78.0,43.0,64.0,49.0,72.0,72.0,189
653,79,LB,2,2,80,33,51,58,80,84,30,83,89.0,59.0,54.0,92.0,56.0,79.0,185
668,78,CB,2,3,40,47,60,56,80,66,43,79,84.0,63.0,64.0,70.0,65.0,32.0,183
669,78,RW,3,2,69,79,74,74,68,80,41,84,73.0,61.0,75.0,76.0,68.0,92.0,184
670,78,CB,2,3,52,56,65,52,78,76,38,84,82.0,42.0,64.0,68.0,69.0,62.0,193
671,78,CB,2,2,30,48,44,45,82,82,37,100,89.0,32.0,56.0,31.0,52.0,57.0,193
672,78,CB,2,3,68,61,61,55,79,80,40,76,85.0,67.0,62.0,77.0,65.0,66.0,178
673,78,ST,3,4,60,82,74,70,25,71,42,83,44.0,50.0,76.0,75.0,71.0,73.0,187
674,78,CB,2,3,44,54,49,40,80,85,37,88,87.0,42.0,53.0,51.0,68.0,76.0,191
675,78,CM,2,4,55,73,76,73,77,74,41,78,80.0,73.0,80.0,74.0,77.0,69.0,177
676,78,ST,2,3,66,80,60,69,28,73,40,87,46.0,60.0,72.0,88.0,44.0,69.0,182
677,78,ST,4,3,85,80,59,81,31,74,37,73,51.0,70.0,80.0,93.0,51.0,77.0,175
678,78,RW,3,3,66,75,82,78,32,61,38,76,57.0,64.0,83.0,60.0,80.0,64.0,186
679,78,ST,2,4,73,76,58,70,27,78,36,88,72.0,55.0,75.0,76.0,40.0,66.0,189
680,78,CB,2,3,52,37,54,50,81,78,34,79,73.0,56.0,66.0,68.0,65.0,74.0,191
681,78,LB,2,3,71,51,64,66,81,85,36,77,86.0,57.0,74.0,77.0,66.0,90.0,182
682,78,CB,2,3,64,51,56,53,83,77,39,77,69.0,66.0,68.0,62.0,62.0,78.0,184
683,78,CB,2,2,41,49,67,59,80,79,36,83,71.0,54.0,64.0,77.0,71.0,70.0,188
685,78,CB,2,3,53,39,44,48,84,71,37,75,77.0,55.0,56.0,76.0,56.0,55.0,185
686,78,RB,3,2,92,52,68,76,75,80,35,73,81.0,74.0,75.0,76.0,69.0,90.0,180
688,78,RM,3,4,67,69,83,80,57,61,31,74,56.0,74.0,85.0,69.0,83.0,67.0,172
689,78,LB,3,2,84,72,78,80,75,76,33,76,88.0,70.0,79.0,72.0,79.0,84.0,179
690,78,LW,4,5,83,79,72,80,42,66,36,79,48.0,72.0,80.0,54.0,70.0,64.0,179
691,78,LB,3,3,79,66,75,80,74,77,35,76,77.0,54.0,81.0,75.0,77.0,83.0,183
693,78,CM,4,4,76,77,77,80,69,81,34,86,86.0,68.0,82.0,85.0,74.0,74.0,186
694,78,CB,2,2,73,53,50,50,80,79,33,87,78.0,43.0,57.0,71.0,63.0,76.0,190
